ProtID	GeneXL	GeneXLok	HumanID	HumanName
Q6GPC2	lmnb2.S	lmnb2.S	84823	LMNB2
Q6GPC4	ndufb7.L	ndufb7.L	4713	NDUFB7
Q6GPC9	bub1.L	bub1.L	699	BUB1
Q6GPD4	tgs1.L	tgs1.L	96764	TGS1
Q6GPD6	cnpy2.S	cnpy2.S	10330	CNPY2
Q6GPD7	rbm4b.S	rbm4b.S	83759	RBM4B
Q6GPE8	eapp.L	eapp.L	55837	EAPP
Q6GPE9	shcbp1-a	shcbp1.S	79801	SHCBP1
Q6GPF0	rdh13.L	rdh13.L	112724	RDH13
Q6GPF3	cul3b	cul3.S	8452	CUL3
Q6GPF6	hmox2.S	hmox2.S	3163	HMOX2
Q6GPF7	izumo1r.L	izumo1r.L	390243	IZUMO1R
Q6GPJ4	mrm3	mrm3.L	55178	MRM3
Q6GPJ5	lrrc40	lrrc40.L	55631	LRRC40
Q6GPJ6	glod4.L	glod4.L	51031	GLOD4
Q6GPK9	taok2	taok2.L	9344	TAOK2
Q6GPL0	enah.L	enah.L	55740	ENAH
Q6GPL3	aurkb-b	aurkb.S	9212	AURKB
Q6GPL6	gca.L	gca.L	25801	GCA
Q6GPL9	babam2	babam2.L	9577	BABAM2
Q6GPM1	zfr	zfr.S	51663	ZFR
Q6GPN4	vps18.S	vps18.S	57617	VPS18
Q6GPQ2	hsph1.L	hsph1.L	10808	HSPH1
Q6GPR2	cnp.L	cnp.L	1267	CNP
Q6GPR4	pigq.L	pigq.L	9091	PIGQ
Q6GPR7	pebp1.2.L	pebp1.2.L	5037	PEBP1
Q6GPR8	dynll1.L	dynll1.L	8655	DYNLL1
Q6GPS0	mdn1.L	mdn1.L	23195	MDN1
Q6GPS3	tipin.S	tipin.S	54962	TIPIN
Q6GPS9	hadha.S	hadha.S	3030	HADHA
Q6GPT4	poldip3.S	poldip3.S	84271	POLDIP3
Q6GPT7	mix23	mix23.S	131076	MIX23
Q6GPT8	gmds.S	gmds.S	2762	GMDS
Q6GPU4	brix1.S	brix1.S	55299	BRIX1
Q6GPU6	slc2a4.L	slc2a4.L	6517	SLC2A4
Q6GPV7	gga1.S	gga1.S	26088	GGA1
Q6GPW4	tmem205	tmem205.L	374882	TMEM205
Q6GPW5	sirt6.S	sirt6.S	51548	SIRT6
Q6GPY1	slc30a6-b	slc30a6.S	55676	SLC30A6
Q6GPY3	prdx5.L	prdx5.L	25824	PRDX5
Q6GPY6	cfap20	cfap20.S	29105	CFAP20
Q6GPZ0	snx12.L	snx12.L	29934	SNX12
Q6GPZ1	tarbp2	tarbp2.L	6895	TARBP2
Q6GPZ3	prkab1.S	prkab1.S	5564	PRKAB1
Q6GQ10	tmem106b.L	tmem106b.L	54664	TMEM106B
Q6GQ35	uqcc2.S	uqcc2.S	84300	UQCC2
Q6GQ40	psmb2.L	psmb2.L	5690	PSMB2
Q6GQ41	mettl17.L	mettl17.L	64745	METTL17
Q6GQ58	anxa3.L	anxa3.L	306	ANXA3
Q6GQ59	rfc5.S	rfc5.S	5985	RFC5
Q6GQ61	dnpep.L	dnpep.L	23549	DNPEP
Q6GQ65	ahsa1.L	ahsa1.L	10598	AHSA1
Q6GQ69	faf2-b	faf2.L	23197	FAF2
Q6GQ75	golph3.S	golph3.S	64083	GOLPH3
Q6GQ76	cmtr1	cmtr1.S	23070	CMTR1
Q6GQ78	isy1.L	isy1.L	57461	ISY1
Q6GQ80	ncbp1-a	ncbp1.L	4686	NCBP1
Q6GQ91	ndufa4.L	ndufa4.L	4697	NDUFA4
Q6GQ94	capza2.L	capza2.L	830	CAPZA2
Q6GQ98	crat.S	crat.S	1384	CRAT
Q6GQB0	vasp.L	vasp.L	7408	VASP
Q6GQB2	rpl7a.S	rpl7a.S	6130	RPL7A
Q6GQB3	prdx1.S	prdx1.S	5052	PRDX1
Q6GQB4	hk1.L	hk1.L	3098	HK1
Q6GQB7	psmc5.L	psmc5.L	5705	PSMC5
Q6GQC5	sec63.S	sec63.S	11231	SEC63
Q6GQC6	rplp2.S	rplp2.S	6181	RPLP2
Q6GQD0	ncbp1-b	ncbp1.S	4686	NCBP1
Q6GQE1	tmem184c	tmem184c.L	55751	TMEM184C
Q6GQE6	snrpb2.S	snrpb2.S	6629	SNRPB2
Q6GQE7	atg3	atg3.S	64422	ATG3
Q6GQF8	surf4.1.S	surf4.1.S	6836	SURF4
Q6GQG6	npm2.L	npm2.L	10361	NPM2
Q6GQI2	atp6v1d.S	atp6v1d.S	51382	ATP6V1D
Q6GQI8	mff-b	mff.L	56947	MFF
Q6GQJ3	exosc9.L	exosc9.L	5393	EXOSC9
Q6GQJ7	rars2	rars2.S	57038	RARS2
Q6GQK1	ncln.L	ncln.L	56926	NCLN
Q6GQK6	cryzl1.L	cryzl1.L	9946	CRYZL1
Q6GQL2	ppp1cb	ppp1cb.L	5500	PPP1CB
Q6GQL3	prrc2c.S	prrc2c.S	23215	PRRC2C
Q6GQL5	pgrmc1.L	pgrmc1.L	10857	PGRMC1
Q6GQZ3	tpp2.L	tpp2.L	7174	TPP2
Q6GQZ5	trip4.L	trip4.L	9325	TRIP4
Q6GR01	decr2.L	decr2.L	26063	DECR2
Q6GR02	ess2.S	ess2.S	8220	ESS2
Q6GR07	xrcc4.L	xrcc4.L	7518	XRCC4
Q6GR08	eif4e3-a	eif4e3.S	317649	EIF4E3
Q6GR10	maea	maea.S	10296	MAEA
Q6GR17	pdhb.S	pdhb.S	5162	PDHB
Q6GR18	pkp2.L	pkp2.L	5318	PKP2
Q6GR28	aldh3a2.S	aldh3a2.S	224	ALDH3A2
Q6GR31	abraxas1	abraxas1.S	84142	ABRAXAS1
Q6GR36	anxa5.S	anxa5.S	308	ANXA5
Q6GR38	picalml.S	picalml.S	8301	PICALM
Q6GR40	atg5.L	atg5.L	9474	ATG5
Q6GR43	emc4	emc4.L	51234	EMC4
Q6GR46	cope.S	cope.S	11316	COPE
Q6GR54	st14.L	st14.L	6768	ST14
Q6GR58	mdh2.S	mdh2.S	4191	MDH2
Q6GR62	snrpd1.S	snrpd1.L	6632	SNRPD1
Q6GR63	rab2b.S	rab2b.S	84932	RAB2B
Q6GR66	timm10b	timm10b.S	26515	TIMM10B
Q6I803	s100a11.L	s100a11.L	6282	S100A11
Q6IMG7	tepp.L	tepp.L	374739	TEPP
Q6INA9	setdb1	setdb1.L	9869	SETDB1
Q6INB6	atp5f1c.L	atp5f1c.L	509	ATP5F1C
Q6IND2	prdx1.L	prdx1.L	5052	PRDX1
Q6IND3	nudt5.L	nudt5.L	11164	NUDT5
Q6INE0	rad17.L	rad17.L	5884	RAD17
Q6INE2	unc119b-b	unc119b.S	84747	UNC119B
Q6INE5	arhgap19	arhgap19.L	84986	ARHGAP19
Q6INF9	gtf2h4.S	gtf2h4.S	2968	GTF2H4
Q6ING3	prdx2.L	prdx2.L	7001	PRDX2
Q6INH3	slc25a11.S	slc25a11.S	8402	SLC25A11
Q6INH5	srrt-b	srrt.L	51593	SRRT
Q6INH7	tgm2.L	tgm2.L	7052	TGM2
Q6INI4	trappc8.S	trappc8.S	22878	TRAPPC8
Q6INJ5	cxxc1.S	cxxc1.S	30827	CXXC1
Q6INJ6	ufd1.L	ufd1.L	7353	UFD1
Q6INK1	cpne1.S	cpne1.S	8904	CPNE1
Q6INL9	haus2.L	haus2.L	55142	HAUS2
Q6INN0	pex16	pex16.S	9409	PEX16
Q6INN1	hmgcl.S	hmgcl.S	3155	HMGCL
Q6INN4	cox5b.2.L	cox5b.2.L	1329	COX5B
Q6INP6	cep290.L	cep290.L	80184	CEP290
Q6INQ1	bysl.S	bysl.S	705	BYSL
Q6INQ5	nphp1.L	nphp1.L	4867	NPHP1
Q6INQ6	slc25a46-a	slc25a46.S	91137	SLC25A46
Q6INQ9	rad54b.L	rad54b.L	25788	RAD54B
Q6INR2	pycr1.L	pycr1.L	5831	PYCR1
Q6INS2	tmem259.S	tmem259.S	91304	TMEM259
Q6INS3	emc2-a	emc2.L	9694	EMC2
Q6INT0	top2a.L	top2a.L	7153	TOP2A
Q6INT2	znf217.L	znf217.L	7764	ZNF217
Q6INU1	fkbp6.L	fkbp6.L	8468	FKBP6
Q6INU4	aimp2.S	aimp2.S	7965	AIMP2
Q6INU5	faf1.L	faf1.L	11124	FAF1
Q6INU8	ift70a	ttc30a.S	92104	TTC30A
Q6INV1	ppm1b.S	ppm1b.S	5495	PPM1B
Q6INV2	araf.S	araf.S	369	ARAF
Q6INV3	lrrc57	lrrc57.L	255252	LRRC57
Q6INV9	pygm.S	pygm.S	5837	PYGM
Q6INW4	rab27b.S	rab27b.S	5874	RAB27B
Q6INX5	smarcc2.L	smarcc2.L	6601	SMARCC2
Q6INZ2	acat2.L	acat2.L	39	ACAT2
Q6IP05	zbtb12.L	zbtb12.L	221527	ZBTB12
Q6IP06	stk3	stk3.S	6788	STK3
Q6IP14	actn2.S	actn2.S	88	ACTN2
Q6IP16	dnttip1.L	dnttip1.L	116092	DNTTIP1
Q6IP18	rpa2-a	rpa2.L	6118	RPA2
Q6IP21	plin2.L	plin2.L	123	PLIN2
Q6IP22	acta1.L	acta1.L	58	ACTA1
Q6IP29	hnrnpa1.L	hnrnpa1.L	3178	HNRNPA1
Q6IP37	rrs1.L	rrs1.L	23212	RRS1
Q6IP44	sh3gl1.L	sh3gl1.L	6455	SH3GL1
Q6IP47	rrm2.1.L	rrm2.1.L	6241	RRM2
Q6IP51	pmpcb.L	pmpcb.L	9512	PMPCB
Q6IP52	chmp2a	chmp2a.L	27243	CHMP2A
Q6IP53	tekt1.L	tekt1.L	83659	TEKT1
Q6IP60	hspd1.S	hspd1.S	3329	HSPD1
Q6IP63	zbtb2.L	zbtb2.L	57621	ZBTB2
Q6IP64	polr3e.L	polr3e.L	55718	POLR3E
Q6IP66	commd2.L	commd2.L	51122	COMMD2
Q6IP75	dnajb2.L	dnajb2.L	3300	DNAJB2
Q6IP80	rcn2.L	rcn2.L	5955	RCN2
Q6IP81	lta4h.L	lta4h.L	4048	LTA4H
Q6IP82	calu	calu.L	813	CALU
Q6IP83	ranbp3.L	ranbp3.L	8498	RANBP3
Q6IP84	polr1c.L	polr1c.L	9533	POLR1C
Q6IP85	vta1.S	vta1.S	51534	VTA1
Q6IP89	cdc6.L	cdc6.L	990	CDC6
Q6IP91	ppp4c	ppp4c.S	5531	PPP4C
Q6IR57	sec31b.S	sec31b.S	25956	SEC31B
Q6IR60	cnn1.L	cnn1.L	1264	CNN1
Q6IR68	thap11	thap11.L	57215	THAP11
Q6IR70	ppp1r21	ppp1r21.L	129285	PPP1R21
Q6IR83	eci1.L	eci1.L	1632	ECI1
Q6IR88	pdk1.L	pdk1.L	5163	PDK1
Q6IR97	syap1.L	syap1.L	94056	SYAP1
Q6IRA0	agpat4.S	agpat4.S	56895	AGPAT4
Q6IRB3	dctn2-b	dctn2.S	10540	DCTN2
Q6IRB5	dgcr8.L	dgcr8.L	54487	DGCR8
Q6IRB7	kpna3.L	kpna3.L	3839	KPNA3
Q6IRB8	kdm3a-a	kdm3a.L	55818	KDM3A
Q6IRB9	fubp1.L	fubp1.L	8880	FUBP1
Q6IRC0	slc16a1.L	slc16a1.L	6566	SLC16A1
Q6IRC1	bckdk.S	bckdk.S	10295	BCKDK
Q6IRC3	dctn6.L	dctn6.L	10671	DCTN6
Q6IRC5	nme9	nme9.L	347736	NME9
Q6IRC7	ube2f	ube2f.S	140739	UBE2F
Q6IRD0	vps26a-a	vps26a.L	9559	VPS26A
Q6IRD3	ppp2r2a.S	ppp2r2a.S	5520	PPP2R2A
Q6IRL9	hdac3	hdac3.S	8841	HDAC3
Q6IRM8	hip1r.S	hip1r.S	9026	HIP1R
Q6IRM9	zwilch	zwilch.S	55055	ZWILCH
Q6IRN1	efl1.L	efl1.L	79631	EFL1
Q6IRN3	nrde2.L	nrde2.L	55051	NRDE2
Q6IRP2	nans.S	nans.S	54187	NANS
Q6IRP7	atp5pd.L	atp5pd.L	10476	ATP5PD
Q6IRQ6	sptlc1.L	sptlc1.L	10558	SPTLC1
Q6IRQ8	pgam1.L	pgam1.L	5223	PGAM1
Q6IRR3	polr2c.S	polr2c.S	5432	POLR2C
Q6IRR7	pon2.S	pon2.S	5445	PON2
Q6IRS1	nup160.L	nup160.L	23279	NUP160
Q6IU13	nek7.S	nek7.S	140609	NEK7
Q6IVY4	ssh	ssh3.L	54961	SSH3
Q6JA21	ankef1.L	ankef1.L	63926	ANKEF1
Q6JRV1	rtn4.S	rtn4.S	57142	RTN4
Q6JRV8	rtn4.L	rtn4.L	57142	RTN4
Q6JXL5	asz1.L	asz1.L	136991	ASZ1
Q6NRA2	alg8.S	alg8.S	79053	ALG8
Q6NRA6	slc36a1.L	slc36a1.L	206358	SLC36A1
Q6NRB0	hook2	hook2.L	29911	HOOK2
Q6NRB2	hibadh.S	hibadh.S	11112	HIBADH
Q6NRC2	psmb2.S	psmb2.S	5690	PSMB2
Q6NRC7	tbc1d23	tbc1d23.S	55773	TBC1D23
Q6NRC9	lrrcc1	lrrcc1.L	85444	LRRCC1
Q6NRD2	rbm15.S	rbm15.S	64783	RBM15
Q6NRD5	exd1	exd1.L	161829	EXD1
Q6NRD9	sp1.L	sp1.L	6667	SP1
Q6NRE8	suv39h1	suv39h1.L	6839	SUV39H1
Q6NRF1	ppp6r3-b	ppp6r3.S	55291	PPP6R3
Q6NRF6	tmem30b.L	tmem30b.L	161291	TMEM30B
Q6NRH9	racgap1.L	racgap1.L	29127	RACGAP1
Q6NRK1	ssx2ip-a	ssx2ip.S	117178	SSX2IP
Q6NRK8	them6	them6.L	51337	THEM6
Q6NRL2	snx33	snx33.S	257364	SNX33
Q6NRM3	psip1.S	psip1.S	11168	PSIP1
Q6NRP6	tdrd3	tdrd3.L	81550	TDRD3
Q6NRP7	srm.L	srm.L	6723	SRM
Q6NRQ2	noc4l-a	noc4l.S	79050	NOC4L
Q6NRS4	snx1.L	snx1.L	6642	SNX1
Q6NRT1	lztr1.S	lztr1.S	8216	LZTR1
Q6NRT2	scyl3.L	scyl3.L	57147	SCYL3
Q6NRU3	rfc2.L	rfc2.L	5982	RFC2
Q6NRV0	traip	traip.L	10293	TRAIP
Q6NRV2	zbtb45.S	zbtb45.S	84878	ZBTB45
Q6NRV3	tubal3.1.S	tubal3.1.S	79861	TUBAL3
Q6NRV7	nsd2.S	nsd2.S	7468	NSD2
Q6NRV9	mfn2.L	mfn2.L	9927	MFN2
Q6NRW2	spdl1-b	spdl1.S	54908	SPDL1
Q6NRW3	spc24	spc24.L	147841	SPC24
Q6NRW7	clns1a.L	clns1a.L	1207	CLNS1A
Q6NRX6	psmd12.L	psmd12.L	5718	PSMD12
Q6NRY1	habp4.S	habp4.S	22927	HABP4
Q6NRY2	nol6	nol6.L	65083	NOL6
Q6NRY9	ywhag-b	ywhag.S	7532	YWHAG
Q6NRZ4	cert1	cert1.L	10087	CERT1
Q6NS03	xpo1.S	xpo1.S	7514	XPO1
Q6NS13	rap2b.S	rap2b.S	5912	RAP2B
Q6NS17	serinc1l.L	serinc1l.L	57515	SERINC1
Q6NS19	ergic1	ergic1.S	57222	ERGIC1
Q6NS22	syncrip.S	syncrip.S	10492	SYNCRIP
Q6NS26	cdkal1	cdkal1.S	54901	CDKAL1
Q6NTI9	p3h1.L	p3h1.L	64175	P3H1
Q6NTJ3	mastl	mastl.L	84930	MASTL
Q6NTJ9	igbp1.L	igbp1.L	3476	IGBP1
Q6NTK2	ythdf2.S	ythdf2.S	51441	YTHDF2
Q6NTK6	pwp1.S	pwp1.S	11137	PWP1
Q6NTL0	rpia.L	rpia.L	22934	RPIA
Q6NTL2	mgat2.L	mgat2.L	4247	MGAT2
Q6NTP0	imp4.S	imp4.S	92856	IMP4
Q6NTP3	cox6c.S	cox6c.S	1345	COX6C
Q6NTP6	psmd2.L	psmd2.L	5708	PSMD2
Q6NTP9	ipo11.S	ipo11.S	51194	IPO11
Q6NTQ4	acot2.S	acot2.S	10965	ACOT2
Q6NTQ5	tcp1.S	tcp1.S	6950	TCP1
Q6NTQ6	tpp1.L	tpp1.L	1200	TPP1
Q6NTQ9	ndufa10.S	ndufa10.S	4705	NDUFA10
Q6NTR0	urod.S	urod.S	7389	UROD
Q6NTR5	acox2.L	acox2.L	8309	ACOX2
Q6NTS1	atp5pd.S	atp5pd.S	10476	ATP5PD
Q6NTS2	banf1-a	banf1.L	8815	BANF1
Q6NTS6	sh3bgrl3.S	sh3bgrl3.S	83442	SH3BGRL3
Q6NTT0	rida.L	rida.L	10247	RIDA
Q6NTT2	rps18.L	rps18.L	6222	RPS18
Q6NTT5	mgst1.L	mgst1.L	4257	MGST1
Q6NTU1	mrps26.L	mrps26.L	64949	MRPS26
Q6NTU2	dctn3.L	dctn3.L	11258	DCTN3
Q6NTU4	park7.L	park7.L	11315	PARK7
Q6NTU8	grhpr.1.L	grhpr.1.L	9380	GRHPR
Q6NTV3	wbp11.S	wbp11.S	51729	WBP11
Q6NTV6	inf2	inf2.S	64423	INF2
Q6NTV8	med20	med20.S	9477	MED20
Q6NTX4	ubxn7.S	ubxn7.S	26043	UBXN7
Q6NTY5	zcchc9.L	zcchc9.L	84240	ZCCHC9
Q6NTY8	cep41-a	cep41.S	95681	CEP41
Q6NTZ5	xpo6-b	xpo6.L	23214	XPO6
Q6NU01	kansl3.L	kansl3.L	55683	KANSL3
Q6NU02	eif4a1.L	eif4a1.L	1973	EIF4A1
Q6NU04	tdrd7	tdrd7.L	23424	TDRD7
Q6NU11	chmp6-b	chmp6.L	79643	CHMP6
Q6NU13	spty2d1	spty2d1.S	144108	SPTY2D1
Q6NU15	jup.L	jup.L	3728	JUP
Q6NU19	ppp1r26	ppp1r26.L	9858	PPP1R26
Q6NU24	nek4.S	nek4.S	6787	NEK4
Q6NU27	eif4e3-b	eif4e3.L	317649	EIF4E3
Q6NU33	eps8.L	eps8.L	2059	EPS8
Q6NU34	qrich1.L	qrich1.L	54870	QRICH1
Q6NU40	chtf18	chtf18.L	63922	CHTF18
Q6NU48	tecpr2.L	tecpr2.L	9895	TECPR2
Q6NU50	twnk.L	twnk.L	56652	TWNK
Q6NU52	ddx56.L	ddx56.L	54606	DDX56
Q6NU78	smn1.L	smn1.L	6606	SMN1
Q6NU83	nat8.1.S	nat8.1.S	9027	NAT8
Q6NU91	noc4l-b	noc4l.L	79050	NOC4L
Q6NU95	rpap3	rpap3.L	79657	RPAP3
Q6NU96	cdipt.L	cdipt.L	10423	CDIPT
Q6NUA1	prmt5	prmt5.S	10419	PRMT5
Q6NUA5	fcf1.L	fcf1.L	51077	FCF1
Q6NUB2	cwc15-a	cwc15.S	51503	CWC15
Q6NUB6	nme4.L	nme4.L	4833	NME4
Q6NUB9	mfsd12.L	mfsd12.L	126321	MFSD12
Q6NUC3	mettl3.L	mettl3.L	56339	METTL3
Q6NUC6	rc3h1	rc3h1.L	149041	RC3H1
Q6NUD0	wdr77	wdr77.S	79084	WDR77
Q6NUD6	reep5.S	reep5.S	7905	REEP5
Q6NUF4	tpx2-a	dph2.L	1802	DPH2
Q6NUG0	hspe1.L	hspe1.L	3336	HSPE1
Q6NUG2	apoo.L	apoo.L	79135	APOO
Q6NUG3	eif2b1.L	eif2b1.L	1967	EIF2B1
Q6NUH0	rpl31	rpl31.S	6160	RPL31
Q6NUH1	rab24.S	rab24.S	53917	RAB24
Q6NUH3	nosip	nosip.S	51070	NOSIP
Q6P283	ccdc71.S	ccdc71.S	64925	CCDC71
Q6P286	dhtkd1	dhtkd1.L	55526	DHTKD1
Q6P413	gnas.L	gnas.L	2778	GNAS
Q6P415	capn2.L	capn2.L	824	CAPN2
Q6P419	atp6v1f.S	atp6v1f.S	9296	ATP6V1F
Q6P424	tango2.L	tango2.L	128989	TANGO2
Q6P6Z0	ddb1	ddb1.S	1642	DDB1
Q6P6Z3	arih2.S	arih2.S	10425	ARIH2
Q6P6Z8	ogdh	ogdh.S	4967	OGDH
Q6P704	ufd1.S	ufd1.S	7353	UFD1
Q6P7F8	napsa.L	napsa.L	9476	NAPSA
Q6P7G0	polr3k.S	polr3k.S	51728	POLR3K
Q6P7H4	zc3hc1	zc3hc1.L	51530	ZC3HC1
Q6P7H8	pccb.L	pccb.L	5096	PCCB
Q6P7I2	copg1.L	copg1.L	22820	COPG1
Q6P7I8	pls3.L	pls3.L	5358	PLS3
Q6P9I3	appl1.L	appl1.L	26060	APPL1
Q6P9I7	smc6	smc6.1.L	79677	SMC6
Q6PA07	ptk7.L	ptk7.L	5754	PTK7
Q6PA09	rab21.L	rab21.L	23011	RAB21
Q6PA12	dpp3.S	dpp3.S	10072	DPP3
Q6PA19	slc37a4.L	slc37a4.L	2542	SLC37A4
Q6PA26	Bag6-b	bag6.S	7917	BAG6
Q6PA35	samm50-b	samm50.S	25813	SAMM50
Q6PA38	polr2e.S	polr2e.L	5434	POLR2E
Q6PA39	ccnb2.L	ccnb2.L	9133	CCNB2
Q6PA40	hsd17b6.L	hsd17b6.L	8630	HSD17B6
Q6PA41	cars2	cars2.L	79587	CARS2
Q6PA42	hpgds.L	hpgds.L	27306	HPGDS
Q6PA44	snx3.S	snx3.S	8724	SNX3
Q6PA51	araf.L	araf.L	369	ARAF
Q6PA58	sdha-a	sdha.L	6389	SDHA
Q6PA61	dido1.S	dido1.S	11083	DIDO1
Q6PA66	nipsnap3a.S	nipsnap3a.S	25934	NIPSNAP3A
Q6PA74	fmo2.L	fmo2.L	2327	FMO2
Q6PA79	uck1-a	uck1.S	83549	UCK1
Q6PA80	slc29a1.S	slc29a1.S	2030	SLC29A1
Q6PA81	galnt1.S	galnt1.S	2589	GALNT1
Q6PA84	mapre3.S	mapre3.S	22924	MAPRE3
Q6PA97	trappc9	trappc9.L	83696	TRAPPC9
Q6PA99	rab7a.L	rab7a.L	7879	RAB7A
Q6PAA0	fubp3.S	fubp3.S	8939	FUBP3
Q6PAA1	gca.S	gca.S	25801	GCA
Q6PAA2	riok3.S	riok3.S	8780	RIOK3
Q6PAA5	eif4h.S	eif4h.S	7458	EIF4H
Q6PAA6	luc7l3.S	luc7l3.S	51747	LUC7L3
Q6PAA7	npc2.S	npc2.S	10577	NPC2
Q6PAB3	mdh1	mdh1.S	4190	MDH1
Q6PAB4	cab39l.L	cab39l.L	81617	CAB39L
Q6PAC9	purb-a	purb.L	5814	PURB
Q6PAD1	abat.S	abat.S	18	ABAT
Q6PAD3	psmc4.L	psmc4.L	5704	PSMC4
Q6PAD4	tkt.L	tkt.L	7086	TKT
Q6PAE3	hsp90b1.S	hsp90b1.S	7184	HSP90B1
Q6PAF2	capn11.L	capn11.L	11131	CAPN11
Q6PAF4	nsmce1	nsmce1.L	197370	NSMCE1
Q6PAG5	eaf2.L	eaf2.L	55840	EAF2
Q6PAX2	atad3-b	atad3a.L	55210	ATAD3A
Q6PAX7	wdr1-b	wdr1.S	9948	WDR1
Q6PAZ0	tomm70.S	tomm70.S	9868	TOMM70
Q6PB20	bace2.S	bace2.S	25825	BACE2
Q6PB22	habp4.L	habp4.L	22927	HABP4
Q6PBB7	etfb.S	etfb.S	2109	ETFB
Q6PCE5	oxct1.L	oxct1.L	5019	OXCT1
Q6PCE6	tbl3.L	tbl3.L	10607	TBL3
Q6PCE9	glmn.L	glmn.L	11146	GLMN
Q6PCF1	slc25a13.L	slc25a13.L	10165	SLC25A13
Q6PCF3	dnttip1.S	dnttip1.S	116092	DNTTIP1
Q6PCF6	nop9.L	nop9.L	161424	NOP9
Q6PCF9	slc38a10	slc38a10.S	124565	SLC38A10
Q6PCG8	elmod2.L	elmod2.L	255520	ELMOD2
Q6PCG9	pex11b.S	pex11b.S	8799	PEX11B
Q6PCH9	por.L	por.L	5447	POR
Q6PCI7	mcm5-b	mcm5.S	4174	MCM5
Q6PCI8	pc.1.L	pc.1.L	5091	PC
Q6PCJ1	dctn1	dctn1.L	1639	DCTN1
Q6PCJ2	polr1b.L	polr1b.L	84172	POLR1B
Q6PCJ3	yeats2.L	yeats2.L	55689	YEATS2
Q6PCK5	rbm12.L	rbm12.L	10137	RBM12
Q6PE95	nxt2.L	nxt2.L	55916	NXT2
Q6PF23	tubgcp3.S	tubgcp3.S	10426	TUBGCP3
Q6PF24	pitrm1	pitrm1.L	10531	PITRM1
Q6PF25	rnf121.L	rnf121.L	55298	RNF121
Q6PF30	spats2.S	spats2.S	65244	SPATS2
Q6PF32	smad1.L	smad1.L	4086	SMAD1
Q6PF40	stard3.L	stard3.L	10948	STARD3
Q6PF43	vwa5a.S	vwa5a.S	4013	VWA5A
Q6PF61	map2k6.L	map2k6.L	5608	MAP2K6
Q6PF68	sf3b6.S	sf3b6.S	51639	SF3B6
Q6PF79	ctcf.L	ctcf.L	10664	CTCF
Q6PG55	atp5pf.L	atp5pf.L	522	ATP5PF
Q6PGS1	sqstm1.L	sqstm1.L	8878	SQSTM1
Q6PGS7	c1qbp.S	c1qbp.S	708	C1QBP
Q6PGS8	acad8.L	acad8.L	27034	ACAD8
Q6PGT3	tf-b	tf.L	7018	TF
Q6PH90	rbm8a-b	rbm8a.L	9939	RBM8A
Q6PH92	cox4i2.L	cox4i2.L	84701	COX4I2
Q6PHL7	elob.L	elob.L	6923	ELOB
Q6PHW7	eloc.L	eloc.L	6921	ELOC
Q6PI53	med24	med24.L	9862	MED24
Q6Q8B0	mtx2.L	mtx2.L	10651	MTX2
Q6RUW2	edil3.L	edil3.L	10085	EDIL3
Q6TEC1	nudt16	nudt16.L	131870	NUDT16
Q6TY21	Pabpn1l-b	pabpn1l.S	390748	PABPN1L
Q6VEU0	nob1.S	nob1.S	28987	NOB1
Q6WSQ3	pole3.L	pole3.L	54107	POLE3
Q6XV80	nbn.L	nbn.L	4683	NBN
Q6XV81	pot1.L	pot1.L	25913	POT1
Q6XXZ0	tap1.L	tap1.L	6890	TAP1
Q6YI93	setdb2	setdb2.S	83852	SETDB2
Q704U0	xpo7-a	xpo7.S	23039	XPO7
Q70PC5	kpna6.L	kpna6.L	23633	KPNA6
Q71M44	terf2ip	terf2ip.L	54386	TERF2IP
Q71QG2	pias4.S	pias4.S	51588	PIAS4
Q71U69	erh.S	erh.L	2079	ERH
Q75W53	upk3a.L	upk3a.L	7380	UPK3A
Q76BK2	mif	mif.L	4282	MIF
Q76FS4	drg2.S	drg2.S	1819	DRG2
Q76LD2	rfc4.L	rfc4.L	5984	RFC4
Q76LD3	pold3.L	pold3.L	10714	POLD3
Q7SX80	ctbs.S	ctbs.S	1486	CTBS
Q7SY65	krt18-b	krt18.1.L	3875	KRT18
Q7SY66	snrnp40.L	snrnp40.L	9410	SNRNP40
Q7SY67	rbm7.L	rbm7.L	10179	RBM7
Q7SY71	bnip1.S	bnip1.S	662	BNIP1
Q7SY75	ncald	ncald.L	83988	NCALD
Q7SY86	proc.S	proc.S	5624	PROC
Q7SY90	cat.2.L	cat.2.L	847	CAT
Q7SY95	cd63.S	cd63.S	967	CD63
Q7SY98	p4hb.S	p4hb.S	5034	P4HB
Q7SYA1	ehd2.L	ehd2.L	30846	EHD2
Q7SYA4	cetn1.S	cetn1.S	1068	CETN1
Q7SYQ4	prdx6.S	prdx6.S	9588	PRDX6
Q7SYQ5	stom.S	stom.S	2040	STOM
Q7SYR0	chmp2b-a	chmp2b.S	25978	CHMP2B
Q7SYS2	nifk	nifk.S	84365	NIFK
Q7SYS3	psmc1.L	psmc1.L	5700	PSMC1
Q7SYT0	eef1a2.S	eef1a2.S	1917	EEF1A2
Q7SYU0	rps8	rps8.S	6202	RPS8
Q7SYU3	rps5.S	rps5.S	6193	RPS5
Q7SYV7	ftcd.L	ftcd.L	10841	FTCD
Q7SYW1	necap1.L	necap1.L	25977	NECAP1
Q7SYW4	idh2.S	idh2.S	3418	IDH2
